,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,perCapInc,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,PersPerFam,PctFam2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,PctKidsBornNeverMar,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccMedVal,OwnOccQrange,RentMedian,RentQrange,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,ViolentCrimesPerPop
1137,13364,5.28,17.13,36.2,0.58,51.77,13.14,39.97,18.07,4.53,0,21558,74.78,1.16,20.9,23.46,23.06,12.41,8270,5715,8542,14241,6298,5898,24.15,18.56,42.24,12.35,26.3,7.99,19.49,20.51,16.91,6.78,61.96,12.95,3.68,69.24,64.77,74.33,52.01,56.18,9.3,14.23,23.5,25.51,36.05,2.27,55.84,7.92,14.14,3.28,3.25,3.32,55.43,18.4,52.4,2,181,93.33,1.66,47.51,1969,15.82,0.22,58300,28100,294,198,26.1,21.8,12.5,16.1,56.75,41.71,55.09,91.92,5.9,2277.4,0.38,764.68
1138,12805,2.53,1.07,92.13,5.3,7.3,11.64,27.15,12.11,13.45,100,43365,83.54,0.45,55.41,27.84,4.94,17.24,19197,20251,14046,17467,12859,17276,3.34,7.1,21.14,5.37,67.87,21.31,21.63,14.26,27.32,6.89,33.96,9.46,3.1,82.35,95.56,81.89,52.96,66.5,1.02,11.34,21.52,30.94,39.81,1.62,78.45,2.82,4.58,2.53,2.87,2.04,66.93,2.92,47.31,3,161,96.92,1.86,32.92,1947,0.47,0.78,160100,45400,621,132,24.4,23.3,15.6,14.26,68.67,59.82,82.97,92.69,1.3,10108.1,6.71,146.46
1139,12996,2.9,2.7,93.65,3.09,1.46,11.06,24.36,11.87,11.73,94.74,57561,83.88,1.67,68.04,23.22,3.59,17.95,24590,20095,13906,16605,8414,17625,1.72,1.81,7.1,2.78,68.39,20.79,34.91,4.75,43.01,6.86,32.98,8.6,3.13,85.8,93.49,81.47,68.04,74.15,0.41,8.34,10.68,23.52,29.71,0.68,92.54,0.48,3.7,2.66,2.88,2.1,77.4,0.63,27.16,3,123,97.33,0.81,39.02,1961,0.16,0.78,228200,87800,712,430,26.3,17.9,12.6,8.21,58.58,63.57,80.41,85.63,14.2,912.9,2.18,141.03
1140,106612,2.59,52.19,47.15,0.42,0.62,15.33,28.24,14.46,13.24,100,21038,70.67,0.51,27.02,31.3,15.47,17.48,11502,7122,12652,9684,4973,11608,24.38,15.65,36.08,8.38,54.52,14.05,25.25,16.66,21.95,13.84,34.09,17.81,3.13,51.01,52.82,51.94,62.9,69.49,10.44,28.89,38.63,42.33,47.14,0.24,96.97,0.38,6.16,2.5,2.55,2.46,50.66,4.67,52.08,2,4324,90.5,12.65,42.99,1960,9.45,0.65,49300,35300,238,190,27.5,18.8,12.9,0.84,81.46,51.22,84.56,92.82,49.6,2149.4,2.76,820.1
1141,10428,2.77,0.68,98.52,0.4,1.33,11.6,23.91,10.73,7.73,0,48000,89.45,0.76,52.78,16.85,2.83,11.52,19123,15596,4411,16917,12085,11430,0.93,5.23,16.4,4.18,76.01,22.48,25.67,9.98,34.44,8.32,26.86,10.38,3.09,85.22,88.59,87.29,69.74,79.83,0.44,9.16,9.16,13.36,13.36,0.23,95.75,0.32,3.22,2.7,2.84,2.16,83.43,0.93,36.93,3,435,89.66,0.46,57.93,1962,1.11,0.4,164700,62500,529,289,22.8,24,12.6,2.51,69.25,59.85,77.8,92.21,36.9,282.8,1.36,55.83
1143,22906,2.84,38.27,60.06,0.92,1.45,16.24,31.45,15.07,10.56,0,18858,73.98,1.62,26.79,27.79,14.67,11.52,8925,4629,6983,11207,6329,4884,25.55,17.16,33.68,8.69,58.42,25.62,23.59,22.14,20.13,10.66,29.54,12.94,3.27,66.43,69.5,68.52,56.56,65.75,9.97,26.48,28.85,49.8,60.08,0.29,96.96,0.46,6.89,2.73,2.64,2.82,46.34,5.29,49.33,3,827,90.71,9.67,56.59,1963,11.28,0.81,45200,34800,222,153,27.7,20.4,16.9,1.1,52.64,41.83,71.16,74.08,12,1910.7,0.45,2193.23
1144,14729,3.15,0.26,57.67,0.39,70.31,18.53,29.76,15.23,11.03,0,17103,74.9,2.63,24.84,30.77,15.4,12.78,8156,212120,0,4431,4726,5966,33.49,34.76,48.56,13.57,49.31,7.55,26.5,14.91,22.13,8.42,26.85,12.24,3.61,74.62,83.27,76.79,54.64,57.08,1.5,9.96,14.96,21.15,29.71,1.26,32.12,12.98,12.8,3.11,3.07,3.18,64.1,13.77,50.36,2,578,88.99,7.96,59.17,1964,18.52,4.08,37700,31800,209,147,25.8,19.3,12.6,12.61,76.11,59.93,83.37,94.71,5.7,2578.6,0.31,339.49
1145,30085,2.76,2.21,74.29,3.63,37.22,12.15,27.34,12.45,12.91,100,30908,71.71,1.02,31.99,29.38,8.31,15.27,13331,8912,16419,11567,6888,6974,13.56,14.2,30.39,6.24,61.74,5.3,15.86,10.05,18.78,11.2,32.12,15.2,3.32,74.13,77.45,72.4,58.92,63.07,4.96,14.01,27.38,36.92,49.77,3.48,63.41,10.39,11.94,2.75,2.6,3,58.37,13.47,58.81,2,4311,71.69,0.6,14.03,1981,3.15,0.4,113200,57400,566,261,30.7,27.7,12.1,24.87,37.62,34.82,65.96,84.11,19.6,1535.3,2.92,1231.81
1146,11668,3.67,0.2,97.86,0.97,1.82,20.5,28.87,12.98,6.09,100,41178,85.54,1.94,49.89,18.33,1.21,16.68,11895,27533,7955,12428,10301,8322,2.9,1.1,6.32,4.34,68.29,19.84,24.06,8.99,36.64,3.81,25.71,6.48,3.93,88.86,96.69,90.67,54.19,64.95,0.24,17.58,22.53,34.62,42.31,0.27,95.64,0.1,19.97,3.67,3.73,3.16,90.38,3.55,15.97,3,57,98.24,5.26,40.35,1973,0,0.19,79300,30700,335,168,21.5,20.7,11.5,1.56,74.51,60.99,82.89,89.79,6.4,1822,1.46,44.86
1147,44129,2.22,20.53,76.27,1.84,3.21,12.28,35.99,17.68,9.2,100,27371,82.89,0.71,33.01,18.82,4.61,11.15,15808,9437,13462,9070,8856,8294,14.16,7.22,18.66,5.33,67.57,11.5,18.95,8.87,28.54,13.6,38.5,18.69,2.87,64.89,76.31,58.78,63.36,69.87,4.22,21.25,37.05,51.91,68.28,1.09,91.89,1.51,3.74,2.17,2.36,2.07,36.49,2.89,68.63,2,3292,85.78,1.61,17.59,1977,5.74,0.31,87500,69700,455,151,27.1,20.5,12.3,5.11,44.34,31.38,55.19,68.24,21.1,2090.2,1.19,845.51
1148,20820,2.48,1.05,97.91,0.61,1.16,11.08,21.51,9.93,20.18,0,26668,69.84,0.43,42.12,41.54,6.22,25.58,12671,9137,7029,11824,12729,10958,8.82,10.14,34.58,7.71,53.15,6.92,22.57,13.28,18.62,7.96,22.42,9.64,2.94,76.26,83.14,73.79,57.27,70.31,2.28,2.42,9.14,9.14,11.56,0.04,94.36,0.58,4.19,2.46,2.43,2.6,81.09,2,46.98,3,4337,65.96,0.32,61.56,1966,2.3,0,84100,43800,465,166,32.4,23.3,16.7,1.79,43.12,57.44,79.09,85.69,29.2,712.1,1.62,243.98
1149,16189,2.41,23.06,70.73,2.51,13.65,9.1,28.07,12.04,12.82,100,42748,82.46,0.66,51.96,25.8,4.42,12.49,22036,13370,18017,28552,10588,10887,7.27,8.68,21.61,5.03,67.6,14.89,26.99,8.67,33.98,11.17,43.72,14.65,3.01,63.87,80.47,69.8,63.48,71.72,6.08,26.85,46.3,51.74,60.99,5.25,77.58,6.4,7.62,2.28,2.61,2.08,43.15,5.27,62.26,2,349,95.06,2.87,30.95,1951,2.1,0,205800,79900,595,310,24,22.5,14.3,19.56,49.73,46.68,71.81,82.64,3,5316.9,5.88,794.37
1150,21923,2.42,7.72,91.25,0.67,0.46,12.9,23.66,11.37,16.46,0,22458,64.12,0.62,40.8,34.39,12.22,21.42,12529,11381,15856,25201,38057,11488,19.84,10.68,30.4,10.65,50.03,23.76,26.17,18.74,24.66,12.03,24.93,15.81,2.95,66.7,68.57,74.26,55.65,63.75,2.55,19.18,19.18,29.11,33.56,0.26,96.74,0.64,3.35,2.37,2.44,2.26,61.54,1.47,50.39,2,723,92.6,1.8,52.28,1946,8.57,0.3,49600,35100,230,130,27.3,18.2,13.1,1.33,83.26,56.37,87.21,94.14,8.2,2685.2,0.88,415.27
1151,19859,2.64,2.34,96.52,0.76,0.58,24.44,35.14,24.54,14.11,0,18829,70.89,1.84,36.36,32.88,8.23,15.35,10162,6771,14183,5351,4529,5253,20.72,11.4,28.08,8.73,50.83,9.42,32.09,15.82,22.73,8.52,42.8,13.64,2.95,70.15,82.72,65.96,70.8,73.66,1.42,52.58,56.19,58.76,58.76,0.51,96.56,0.3,3.48,2.3,2.46,2.06,63.75,1.64,57.47,2,828,90.08,2.66,28.5,1952,11.37,0.59,41500,29000,234,131,29.5,17.7,13.3,0.98,78.37,48.98,74.33,92.87,6.6,2992.6,0.51,140.25
1152,10970,2.7,1.82,85.35,0.39,57.99,15.53,24.59,11.83,17.71,0,15570,60.09,1.17,28.09,39.08,15.41,19.6,7801,4892,2944,6498,4304,4909,33.89,25.54,44.6,17.4,38.87,7.04,19.5,13.04,19.3,10.76,24.77,13.23,3.28,65.63,54.79,74.44,47.49,53.38,4.45,10.23,20.52,37.18,40.34,1.62,49.72,11.7,9.56,2.67,2.68,2.64,64.79,9.75,57.52,2,426,90.51,6.1,37.32,1971,17.38,1.34,46700,28600,205,126,26.2,24.2,12.1,15.86,44.67,55.25,78.85,84.42,6,1833.2,0.24,541.85
1153,10940,3.17,4.42,93.96,1.01,1.51,14.49,26.63,11.48,6.48,85.43,43673,88.78,0.76,43.47,17.42,2.94,11.28,14605,10879,12874,9679,0,6898,2.78,7.1,20.26,3.36,71.78,13.26,21.82,13.82,24,7.91,27.1,8.83,3.45,87.14,94.63,89.64,47.5,67.18,2.19,17.01,17.01,23.24,23.24,0.37,94.9,0.64,6.05,3.12,3.18,2.7,89.02,1.45,19.61,3,113,96.83,6.19,38.05,1975,0.55,0.08,109400,49300,485,325,29.5,23.4,15.7,2.2,61.06,62.35,81.36,92.7,37.5,291.8,5.24,131.59
1154,32383,2.83,0.48,96.12,3.05,0.99,13.28,25.84,12.39,8.71,100,53971,88.23,0.95,57.63,20.61,3.59,15.92,21814,21205,5478,20790,9730,11906,2.55,2.53,9.77,5.31,72.2,27.16,24.82,7.14,41.38,5.62,29.84,8.86,3.2,84.86,92.29,84.33,60.36,74.67,0.6,10.67,16.75,25.57,33.66,0.64,91.59,0.77,4.23,2.81,2.92,2.27,85.61,0.82,32.13,3,362,96.94,2.49,41.16,1965,0.13,0.05,177000,64000,668,311,23.7,20.3,12.8,5.99,72.48,65.68,87.59,91.37,23.5,1379.8,1.3,369.33
1155,55530,2.36,33.88,64.94,0.57,0.86,17.08,30.71,17.91,14.46,100,20609,73.19,0.65,31.48,30.64,10.55,15.35,12077,6659,8375,19269,9418,6854,22.11,9.78,26.95,6.21,57.86,14.42,23.82,14.66,24.65,11.05,38.26,16.31,2.91,52.67,59.55,57.07,63.02,71.05,8.53,11.41,16.87,24.31,30.95,0.21,96.07,0.53,3.82,2.26,2.35,2.18,49,2.49,53.95,2,2912,89,2.58,34.82,1962,6.51,0.17,63300,54300,304,171,28,21.3,13.9,1.82,63.63,45.6,72.33,86.31,30.8,1805,3.22,1202.99
1156,186206,2.69,8.56,77.63,1.41,22.51,18.34,35.04,20.23,8.84,100,24130,81.61,2.38,35.78,21.22,6.42,10.52,12322,6635,11715,9792,5714,5986,19.56,11.4,24.43,6.56,61.56,7.97,33.11,10.76,28,8.85,35.16,12.98,3.17,75,83.96,77.33,60.27,68.5,2.96,23.71,30.67,41.24,49.6,0.78,78.78,2.71,6.11,2.56,2.77,2.3,59.83,6.6,50.91,2,8709,88.81,4.51,34.95,1968,7.94,0.53,55500,38300,316,165,29.9,20.1,12.6,3.29,73.75,44.58,73.52,91.34,107.9,1726.3,0.89,643.52
1157,54780,2.92,11.48,73.01,0.88,23.6,14.67,27.2,13.4,12.72,100,30733,76.89,0.97,32.61,30.57,8.57,14.24,12963,11212,10711,8543,7137,7547,10.91,20.35,38.66,7.2,58.57,21.47,24.15,19.31,21.95,9.91,32.04,12.84,3.25,67.22,73.21,68.94,64.82,70.99,6.12,3.91,8.59,11.25,17.14,0.23,72.63,6.01,6.73,2.81,2.88,2.66,68.73,5.77,46.49,3,816,95.83,5.02,50.74,1962,5.96,0.59,83600,39300,435,196,28.7,21.6,15.3,5.89,57.88,60.45,84.85,92.35,71.2,769.8,1.83,902.54
1159,76371,2.79,0.85,97.1,1.49,2.55,13.94,24.48,12.14,14.42,94.69,40704,75.01,0.66,50.78,33.33,3.71,20.75,17305,9359,5438,29278,14369,19471,4.92,6.98,21.2,5.01,60.35,9.28,26.33,10.02,30.21,6.19,27.63,8.98,3.2,83.11,92.23,84.34,52.21,65.48,0.95,5.71,9.73,11.97,15.12,0.3,91.23,0.79,5.22,2.75,2.81,2.46,83.88,1.27,40.25,3,8296,76.73,0.48,74.3,1968,0.76,0.19,147700,76700,602,216,30.5,26,17.6,5.25,69.95,59.26,79.32,93.8,42.6,1793.5,1.24,205.97
1160,34012,2.14,1.07,98.12,0.43,1.83,9.04,17.98,8.56,28.7,100,25906,59.1,0.51,55.49,49.21,3.71,28.87,16721,5061,22173,11533,16008,14283,7.12,5.5,18.44,3.89,49.29,10.16,24.25,8.92,25.65,10.13,20.78,12.53,2.64,73.38,80.75,69.51,65.07,77.38,0.79,5.17,7.38,8.58,12.54,0.36,92.76,0.57,1.76,2.08,2.15,1.91,72.87,1.06,69.4,2,2523,86.3,0.52,16.01,1973,2.49,0,76500,38800,395,161,27.8,22.8,11.7,7.06,14.7,47.97,73.84,78.16,10.7,3173.9,0.65,513.6
1161,47585,2.61,2.79,89.57,5.02,7.27,11.95,24.71,11.06,8.96,100,45890,83.16,1.13,54.19,20.18,4.68,17.16,21518,13505,20177,17100,10385,12500,4.18,3.08,8.28,2.92,71.88,8.51,24.03,7.4,33.52,9.2,27.26,14.4,3.04,79,88.59,81.42,62.67,70.29,1.51,14.97,24.43,32.08,41.45,1.71,85.27,1.81,3.3,2.59,2.59,2.6,61.86,3.35,38.17,3,546,97.09,0.18,16.67,1971,0.39,0.22,279600,139700,742,332,29.6,25,11.5,11.41,48.93,43.67,70.29,85.03,28.6,1665.7,7.9,383.35
1162,30250,3.12,0.48,98.48,0.93,0.4,15.83,26.36,13.38,10.17,100,41726,81.35,0.54,62.14,25.8,2.56,17.68,14789,7313,6934,7762,530,9064,3.6,5.6,17.66,2.94,67.94,17.13,23.3,9.85,28.43,4.49,27.06,6.8,3.42,86.28,92.7,88.35,65.85,74,0.81,11.73,20.95,26.88,34.65,0.29,95.88,0.53,6.34,3.04,3.18,2.21,89.21,1.03,22.37,3,217,97.81,0,19.35,1966,0.45,0.2,77500,34900,345,138,23.2,18.6,11.9,2.51,82.6,63.84,93.72,96.01,10.4,2907.8,3.15,74
1163,164693,2.51,26.9,68.76,1.56,8.74,15.77,34.53,18.37,10.06,100,26119,80.89,0.48,32.38,22.52,6.37,11.8,13879,7369,10526,11894,7854,9528,15.76,7.62,21.9,4.56,69.31,8.66,19.29,10.6,27.28,13.99,42.76,18.4,2.98,57.46,66.02,58.67,64.79,72.24,9.1,14.94,23.98,33.6,45.3,1.04,87.33,2.4,5.24,2.29,2.44,2.19,43.72,5.75,66.7,2,7722,89.48,2.81,15.35,1972,7.31,0.29,74300,39300,428,173,27.3,21.4,12.6,6.94,32.34,35.77,62.21,71.83,69.7,2363.3,3.56,2304.49
1164,53240,3.54,7.44,42.35,45.19,12.52,18.6,28.65,15.58,5.48,100,59076,90.27,1.06,49.45,11.24,5.9,10.19,18966,19411,26057,16988,16882,16965,3.95,3.63,10.78,3.67,69.17,20.93,22.44,7.51,37.67,5.1,32.43,8.47,3.7,86.48,93.07,88.19,60.96,71.48,1.15,10.9,17.93,30.82,42.2,3.96,54.17,7.07,10.8,3.54,3.53,3.54,83.41,10.97,20.52,3,338,97.8,0.59,22.49,1974,0.21,0.21,300000,119600,1001,256,28.6,23.2,10.9,36.34,40.82,61.56,84.86,89.37,8.9,5965.9,0.94,908.08
1165,28808,2.86,3.26,91.39,4.63,2.67,11.68,24.31,10.08,5.19,60.22,59069,93.61,1.32,62.24,12.84,1.04,10.2,22449,21769,0,18989,19459,20020,1.33,3.11,8.55,3.46,77.15,20.02,25.15,6.68,43.59,6.05,25.58,8.93,3.23,88.94,97.22,84.29,55.23,70.7,0.83,7.71,17.84,28.73,37.23,0.64,89.29,0.99,3.93,2.84,2.95,2.37,84.04,1.08,35.75,3,332,96.81,2.11,28.61,1977,0.26,0.12,197900,107100,700,258,24.6,25.6,14.6,8.29,55.42,47.09,65.48,84.55,56.6,508.5,3.13,32.29
1166,12035,2.53,17.63,81.33,0.42,1.09,13.88,25.71,13.49,15.16,0,25384,74.85,0.42,34.75,32.22,9.73,13.5,14086,6879,404,13099,6290,12220,14.89,19.62,39.17,5.73,60.56,32.1,18.99,24.03,23.42,11.83,25.71,14.14,3.02,68.13,71.28,63.83,71.98,76.62,3.99,14.53,14.53,27.35,34.19,0.14,96.56,0.64,3.53,2.45,2.57,2.29,60.22,2.9,45.56,3,409,92.09,0.73,34.96,1968,10.71,0.56,69500,49100,285,202,25.8,19.9,12.2,0.97,76.98,49.33,81.56,91.7,24.6,488.7,0.24,716.27
1167,20393,2.32,1.81,88.15,7.45,10.94,9.66,24.38,10.7,17.04,100,40600,75.39,0.85,50.52,31.84,4.94,15.66,23814,18303,23237,20298,12276,18551,4.63,13.64,24.95,5.86,60.79,15.97,19.49,11.39,31.92,6.94,31.71,9.69,2.91,79.52,94.16,78.84,47.07,55.05,1.32,17.49,27.35,34.26,42,5.46,56.91,7.52,4.02,2.32,2.45,2.2,51.71,4.33,69.68,2,1030,89.5,0.39,30.1,1958,1.51,0.24,221200,97500,633,348,25.6,22.2,16.2,31.23,41.03,58.87,76.58,84.06,1,20417.5,20.74,124.14
1168,13142,2.43,1.36,81.06,0.4,1,18.23,27.66,16.62,19.02,0,17278,63.37,0.69,35.96,40.44,7.37,19.49,9860,1218,6279,14873,5762,7671,20.56,11.66,28.99,9,47.75,18.28,28.76,15.48,23.76,9.31,27.77,14.17,2.83,69.92,81.66,77.29,53.75,64.59,0.81,0,16.67,16.67,27.27,0,97.7,0.3,2.62,2.23,2.28,2.14,69.05,1.31,48.64,3,598,90.05,1.84,53.68,1956,9.68,0.45,33000,26800,192,108,26.3,16.9,11.6,0.5,57.37,53.38,78.62,89.39,9.7,1361.6,0.12,400.42
1169,10573,4.31,0.61,96.62,1.76,1.03,47.94,63.35,55.71,5.89,92.61,27922,80.78,0.61,54.28,22.84,6.11,15.35,10248,4809,10920,9444,8132,9776,21.14,4.38,11.33,4.86,48.76,6.01,50.44,5.26,35.55,3.31,72.6,6.18,2.93,71.94,84.16,77.93,69.41,77.83,4.24,39.03,49.3,56.94,58.55,1.83,92.18,0.54,2.68,2.5,2.69,2.31,54.38,3.06,50.58,2,234,91.29,0.43,45.73,1957,1.88,0.6,90700,56100,381,181,32.2,19.7,11.7,4.7,49.43,24.2,40.15,72.74,18.9,560.5,1.12,18.87
1171,65674,2.06,0.99,97.62,0.84,1.95,8.01,19.71,8.96,28.99,100,24296,61.15,0.43,48.47,46.13,3.62,27.26,14539,11602,10435,11754,13220,10910,7.42,6.32,22.95,3.9,50.42,14.16,19.76,11.8,22.78,11.73,21.18,13.81,2.55,69.53,83.27,72.76,69.15,75.24,1.2,10.77,18.25,21.16,24.08,0.65,93.02,0.63,1.67,2.02,2.05,1.95,67.02,1.35,78.45,2,6790,82.46,0.24,24.42,1974,3.38,0.19,71500,34200,401,126,27.3,22,11.5,6.01,15.35,49.15,75.53,79.03,14.6,4484.7,0.6,622.5
1175,10602,2.82,1.39,85.37,12.48,3.22,11.32,16.79,8.1,13.07,100,84498,76.24,1.64,79.43,26.6,1.98,17.48,42951,26439,4570,27934,21959,51320,1.8,0.63,3.55,1.61,65.2,7.1,42.96,2.29,59.65,5.41,22.58,9.59,3.14,86.57,96.44,82.95,63.99,65.7,2.27,5.27,5.27,7.21,12.97,0.61,84.27,1.56,4.04,2.82,2.85,2.61,91.23,0.88,12.94,4,93,97.58,1.08,35.48,1939,0,0.29,500001,111201,1001,280,22.5,22.9,11.3,11.64,54.07,66.53,87.78,94.76,1.7,6079.1,9.17,137.47
1176,41882,2.63,40.43,58.22,1.06,0.98,21.46,38.93,25.22,11.21,100,15576,74.46,0.92,27.98,26,10.99,12.19,10013,4637,4354,6470,8335,20770,35.87,11.14,26.04,9.73,51.51,11.06,37.25,11.88,30.47,10.68,45.41,14.17,3.1,51.43,60.71,55.44,62.67,63.18,9.22,30.11,45.88,49.75,53.51,0.71,95.52,0.62,6.22,2.36,2.56,2.18,50.14,4.86,53.08,2,1764,90.02,4.02,41.16,1966,10.47,0.81,47100,40300,254,133,28.9,20.3,12.9,2.35,72.44,41.04,63.65,86.45,26.3,1590.3,0.59,734.56
1177,15467,2.89,0.8,96.5,2.46,0.69,15.52,21.48,11.99,13.28,100,63203,80.01,1.22,69.68,27.51,2.48,17.94,29244,22442,0,18617,10478,32406,2.25,2.1,5.98,3.51,63.04,13.27,34.26,2.86,48.15,2.9,23.99,6.11,3.12,90.3,96.61,87.08,60.77,65.74,0.05,12.26,20.43,28.97,32.5,0.85,89.27,1.04,2.99,2.79,2.82,2.31,94.08,0.21,13.88,3,167,96.98,0,41.92,1958,0,0.09,209300,130600,611,638,29.9,19.5,13.3,6.96,58.19,68.81,85.85,88,9.3,1655,0.26,44.06
1178,372242,2.58,43.88,32.47,14.76,13.89,12.88,27.02,12.96,10.63,100,27095,72.09,0.58,33.89,23.04,17.81,14.54,14676,10940,13112,10285,7916,8537,18.82,11.96,25.61,9.38,56.97,10.64,29.33,12.13,31.92,13.22,42.43,17.89,3.28,52.13,61.57,56.68,53.85,61.43,10.31,18.96,30.47,44.08,58.99,3.75,72.71,8.74,10.39,2.52,2.7,2.4,44.5,12.23,69.72,2,10216,93.4,10.49,32.73,1947,4.82,0.86,177400,179100,486,252,30.7,25.3,12.8,19.75,45.34,48.53,79.89,89.05,58.1,6409.1,18.71,2601.6
1179,30548,2.66,0.59,95.96,2.93,3.48,10.77,20.02,9.29,18.45,100,49658,76.66,0.54,62.08,35.92,3.18,19.93,22418,13942,0,20361,13296,18964,2.94,6.64,18.7,3.76,62.04,15.22,26.22,7.69,35.13,4.16,25.72,6.93,3.06,87.75,98.13,87.03,55.09,66.31,0.38,10.24,15.29,20.2,31.98,1.7,80.62,2.69,3.6,2.64,2.77,2.12,84.73,0.85,28.86,3,266,97.74,0,20.68,1949,0.23,0.28,199000,64900,539,345,28.3,22.9,15.4,16.59,47.97,73.31,86.49,90.68,5.4,5702.7,10.35,79.76
1180,39162,2.44,5.49,92.63,1.34,1.12,11.16,24.95,11.4,11.65,96.05,37783,84.78,0.33,55.41,21.51,2.32,19.16,18522,15063,35001,18586,9865,10586,2.8,3.18,12.58,2.06,71.66,9.73,24.83,9.56,35.6,8.32,26.32,11.23,2.93,80.67,93.69,85.55,63.88,72.41,0.93,11.6,16.53,22.39,30.42,0.26,95.09,0.26,2.34,2.4,2.71,1.9,69.59,0.73,44.33,3,835,95.06,0.96,11.62,1970,0.51,0.22,84900,38700,457,101,22.3,19.1,11.5,2.23,80.02,53.2,77.83,91.64,29.1,1344.3,1.39,401.67
1181,33181,2.48,0.92,97.11,1,0.64,14.56,30.69,16.58,11.85,100,24674,76.55,0.85,41.59,26.11,9.42,14.89,13418,9798,13117,13173,7361,7971,14.98,5.83,16.49,5.78,61.64,7.76,33.3,9.62,30.82,11.36,35.59,16.33,2.91,66.48,76.49,75.56,65.33,70.87,2.94,10.8,15.45,17.05,20.98,0.36,93.74,0.54,3.09,2.31,2.52,2.11,52.91,1.29,55.12,2,974,93.22,1.33,21.05,1941,3.91,0.63,76800,37200,365,184,26.5,18.8,14.2,3.38,69.39,42.06,74.15,85.91,35.7,929.6,1.55,224.8
1183,24250,2.76,2.78,84.9,2.32,20.19,12.72,25.5,11.93,9.13,100,38037,85.62,0.85,45.52,20.34,2.27,14.43,17122,8964,10028,12006,7701,7264,6.71,8.67,20.52,5.39,70.08,18.79,15.09,11.4,28.31,8.75,27.07,14.31,3.12,78.73,87.27,80.44,70.41,76.75,1.73,18.6,30.7,47.39,63.71,2.52,78.69,5.91,6.81,2.75,2.6,3.09,65.93,7.39,26.27,3,442,95.2,4.98,30.32,1964,4.16,0.27,86800,51500,474,235,24.7,17.6,12.9,13.57,50.94,55.97,80.1,89.85,12.4,1950,1.79,386.92
1184,15600,3.19,1.1,90.42,8.1,1.94,14.99,24.83,13.06,8.19,89.6,74825,90.84,1.66,65.16,21.51,2.23,15.54,29785,16468,0,26432,9867,16910,0.79,4.36,11.91,4.7,68.51,18.42,22.31,8.5,41.27,4.44,28.38,5.99,3.38,91.14,98.75,91.14,48.84,61.85,0.05,12.7,17.13,22.17,23.39,1.34,84.08,1.55,5.37,3.15,3.19,2.72,92.63,0.98,16.09,3,237,95.38,0.84,48.1,1967,0.41,0.23,280800,161000,786,415,24,22,12.8,10.55,57.32,69.2,81.81,92.64,19.5,798.4,3.62,37.13
1185,14167,2.72,2.48,93.36,3.88,0.96,13.42,23.91,10.99,9.47,95.84,48547,84.81,0.58,61.76,21.28,2.23,12.86,19370,17055,50850,13089,6656,10243,2.75,3.65,12.43,2.64,71.4,30.32,21.45,9.88,37.84,6.34,27.1,9.64,3.27,86.04,97.8,83.39,55.76,69.74,1.2,13.91,16.72,29.14,30.77,0.66,92.6,1.22,4.73,2.71,3.01,2,78,1.02,34.27,3,187,96.53,1.07,14.97,1975,0.33,0.22,163200,85600,538,340,26.3,21.7,12.4,4.77,69.51,54.13,78.7,87.02,10.1,1409.7,1.81,69.41
1187,61921,2.25,30.72,67.37,1.14,2.48,16.18,31.84,19.52,18.57,100,18631,65.65,0.35,35.07,37.1,7.76,19.29,11901,6485,10469,8809,9865,11458,22.49,8.81,26.4,7.89,50.6,8.01,23.7,8.74,23.54,13.27,43.93,16.2,2.79,49.12,58.62,41.54,64.39,69.44,7.96,15.57,22.09,27.68,32.52,1.1,91.1,0.95,4.5,2.1,2.2,2.01,49.1,4.17,70.06,2,4621,85.63,1.38,23.11,1967,11.11,0.2,63000,43000,355,172,30.4,24.1,13.1,7.04,33,41.24,67.69,75.79,33.4,1853.5,3.49,2082.86
