State,Gender,LeadingDeathMechanism,Type,Organ,Count
 Nevada, Male,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,67
 Nevada, Female,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,49
 New Jersey, Male,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,145
 New Jersey, Female,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,68
 New Mexico, Male,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,27
 New Mexico, Female,Blunt Injury,Transplanted,Kidney,23
 New York, Male,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,309
 New York, Female,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,182
 North Carolina, Male,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,242
 North Carolina, Female,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,185
 Ohio, Male,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,271
 Ohio, Female,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,185
 Oklahoma, Male,Blunt Injury,Transplanted,Kidney,99
 Oklahoma, Female,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,65
 Oregon, Male,Gunshot Wound,Transplanted,Kidney,74
 Oregon, Female,Blunt Injury,Transplanted,Kidney,57
 Pennsylvania, Male,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,476
 Pennsylvania, Female,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,313
 Puerto Rico, Male,Blunt Injury,Transplanted,Kidney,87
 Puerto Rico, Female,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,47
 South Carolina, Male,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,97
 South Carolina, Female,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,57
 Tennessee, Male,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,240
 Tennessee, Female,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,167
 Texas, Male,Blunt Injury,Transplanted,Kidney,591
 Texas, Female,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,333
 Utah, Male,Blunt Injury,Transplanted,Kidney,81
 Utah, Female,Blunt Injury,Transplanted,Kidney,63
 Virginia, Male,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,154
 Virginia, Female,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,94
 Washington, Male,Blunt Injury,Transplanted,Kidney,162
 Washington, Female,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,132
 Wisconsin, Male,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,169
 Wisconsin, Female,Intracranial Hemorrhage / Stroke,Transplanted,Kidney,116
 Alabama, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,12
 Alabama, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,4
 Arizona, Male,Blunt Injury,Transplanted,Pancreas,13
 Arizona, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,5
 Arkansas, Male,Blunt Injury,Transplanted,Pancreas,4
 Arkansas, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,0
 California, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,80
 California, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,29
 Colorado, Male,Blunt Injury,Transplanted,Pancreas,17
 Colorado, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,4
 Connecticut, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,6
 Connecticut, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,1
 District of Columbia, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,11
 District of Columbia, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,4
 Florida, Male,Blunt Injury,Transplanted,Pancreas,54
 Florida, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,18
 Georgia, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,26
 Georgia, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,12
 Hawaii, Male,Blunt Injury,Transplanted,Pancreas,5
 Hawaii, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,1
 Illinois, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,34
 Illinois, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,21
 Indiana, Male,Blunt Injury,Transplanted,Pancreas,21
 Indiana, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,13
 Iowa, Male,Blunt Injury,Transplanted,Pancreas,9
 Iowa, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,2
 Kansas, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,21
 Kansas, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,11
 Kentucky, Male,Blunt Injury,Transplanted,Pancreas,6
 Kentucky, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,3
 Louisiana, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,27
 Louisiana, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,10
 Maryland, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,17
 Maryland, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,6
 Massachusetts, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,18
 Massachusetts, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,4
 Michigan, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,23
 Michigan, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,14
 Minnesota, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,12
 Minnesota, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,9
 Mississippi, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,4
 Mississippi, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,1
 Missouri, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,10
 Missouri, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,9
 Nebraska, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,5
 Nebraska, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,2
 Nevada, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,5
 Nevada, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,5
 New Jersey, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,11
 New Jersey, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,3
 New Mexico, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,0
 New Mexico, Female,Blunt Injury,Transplanted,Pancreas,1
 New York, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,24
 New York, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,10
 North Carolina, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,19
 North Carolina, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,11
 Ohio, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,39
 Ohio, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,20
 Oklahoma, Male,Blunt Injury,Transplanted,Pancreas,8
 Oklahoma, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,5
 Oregon, Male,Gunshot Wound,Transplanted,Pancreas,6
 Oregon, Female,Blunt Injury,Transplanted,Pancreas,4
 Pennsylvania, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,37
 Pennsylvania, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,12
 Puerto Rico, Male,Blunt Injury,Transplanted,Pancreas,14
 Puerto Rico, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,1
 South Carolina, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,6
 South Carolina, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,6
 Tennessee, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,27
 Tennessee, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,17
 Texas, Male,Blunt Injury,Transplanted,Pancreas,65
 Texas, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,24
 Utah, Male,Blunt Injury,Transplanted,Pancreas,6
 Utah, Female,Blunt Injury,Transplanted,Pancreas,1
 Virginia, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,9
 Virginia, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,8
 Washington, Male,Blunt Injury,Transplanted,Pancreas,9
 Washington, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,8
 Wisconsin, Male,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,23
 Wisconsin, Female,Intracranial Hemorrhage / Stroke,Transplanted,Pancreas,17
 Alabama, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,43
 Alabama, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,49
 Arizona, Male,Blunt Injury,Transplanted,Liver,72
 Arizona, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,34
 Arkansas, Male,Blunt Injury,Transplanted,Liver,30
 Arkansas, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,23
 California, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,381
 California, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,227
 Colorado, Male,Blunt Injury,Transplanted,Liver,51
 Colorado, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,33
 Connecticut, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,21
 Connecticut, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,12
 District of Columbia, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,57
 District of Columbia, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,32
 Florida, Male,Blunt Injury,Transplanted,Liver,277
 Florida, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,182
 Georgia, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,123
 Georgia, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,103
 Hawaii, Male,Blunt Injury,Transplanted,Liver,15
 Hawaii, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,7
 Illinois, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,111
 Illinois, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,87
 Indiana, Male,Blunt Injury,Transplanted,Liver,74
 Indiana, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,42
 Iowa, Male,Blunt Injury,Transplanted,Liver,24
 Iowa, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,15
 Kansas, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,78
 Kansas, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,58
 Kentucky, Male,Blunt Injury,Transplanted,Liver,42
 Kentucky, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,30
 Louisiana, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,90
 Louisiana, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,67
 Maryland, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,60
 Maryland, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,48
 Massachusetts, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,92
 Massachusetts, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,49
 Michigan, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,93
 Michigan, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,79
 Minnesota, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,71
 Minnesota, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,50
 Mississippi, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,40
 Mississippi, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,23
 Missouri, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,65
 Missouri, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,65
 Nebraska, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,20
 Nebraska, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,13
 Nevada, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,30
 Nevada, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,26
 New Jersey, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,57
 New Jersey, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,19
 New Mexico, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,17
 New Mexico, Female,Blunt Injury,Transplanted,Liver,7
 New York, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,167
 New York, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,108
 North Carolina, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,109
 North Carolina, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,90
 Ohio, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,141
 Ohio, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,93
 Oklahoma, Male,Blunt Injury,Transplanted,Liver,41
 Oklahoma, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,26
 Oregon, Male,Gunshot Wound,Transplanted,Liver,31
 Oregon, Female,Blunt Injury,Transplanted,Liver,25
 Pennsylvania, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,243
 Pennsylvania, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,171
 Puerto Rico, Male,Blunt Injury,Transplanted,Liver,56
 Puerto Rico, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,28
 South Carolina, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,47
 South Carolina, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,38
 Tennessee, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,143
 Tennessee, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,104
 Texas, Male,Blunt Injury,Transplanted,Liver,275
 Texas, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,199
 Utah, Male,Blunt Injury,Transplanted,Liver,31
 Utah, Female,Blunt Injury,Transplanted,Liver,19
 Virginia, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,71
 Virginia, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,48
 Washington, Male,Blunt Injury,Transplanted,Liver,49
 Washington, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,48
 Wisconsin, Male,Intracranial Hemorrhage / Stroke,Transplanted,Liver,74
 Wisconsin, Female,Intracranial Hemorrhage / Stroke,Transplanted,Liver,52
 Alabama, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 Alabama, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,1
 Arizona, Male,Blunt Injury,Transplanted,Intestine,0
 Arizona, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 Arkansas, Male,Blunt Injury,Transplanted,Intestine,0
 Arkansas, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 California, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,3
 California, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,4
 Colorado, Male,Blunt Injury,Transplanted,Intestine,1
 Colorado, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 Connecticut, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 Connecticut, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 District of Columbia, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 District of Columbia, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 Florida, Male,Blunt Injury,Transplanted,Intestine,9
 Florida, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,1
 Georgia, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,2
 Georgia, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,2
 Hawaii, Male,Blunt Injury,Transplanted,Intestine,0
 Hawaii, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 Illinois, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,3
 Illinois, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,3
 Indiana, Male,Blunt Injury,Transplanted,Intestine,8
 Indiana, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,2
 Iowa, Male,Blunt Injury,Transplanted,Intestine,2
 Iowa, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 Kansas, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,1
 Kansas, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 Kentucky, Male,Blunt Injury,Transplanted,Intestine,0
 Kentucky, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,2
 Louisiana, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,2
 Louisiana, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,1
 Maryland, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 Maryland, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 Massachusetts, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,3
 Massachusetts, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 Michigan, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,3
 Michigan, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,3
 Minnesota, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,2
 Minnesota, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 Mississippi, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,1
 Mississippi, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,1
 Missouri, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,1
 Missouri, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 Nebraska, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 Nebraska, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 Nevada, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,3
 Nevada, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,1
 New Jersey, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 New Jersey, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 New Mexico, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 New Mexico, Female,Blunt Injury,Transplanted,Intestine,0
 New York, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,3
 New York, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,3
 North Carolina, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,1
 North Carolina, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,3
 Ohio, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,1
 Ohio, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 Oklahoma, Male,Blunt Injury,Transplanted,Intestine,2
 Oklahoma, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,1
 Oregon, Male,Gunshot Wound,Transplanted,Intestine,0
 Oregon, Female,Blunt Injury,Transplanted,Intestine,0
 Pennsylvania, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,2
 Pennsylvania, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,2
 Puerto Rico, Male,Blunt Injury,Transplanted,Intestine,0
 Puerto Rico, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 South Carolina, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 South Carolina, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,2
 Tennessee, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,3
 Tennessee, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,5
 Texas, Male,Blunt Injury,Transplanted,Intestine,2
 Texas, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,2
 Utah, Male,Blunt Injury,Transplanted,Intestine,1
 Utah, Female,Blunt Injury,Transplanted,Intestine,2
 Virginia, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,0
 Virginia, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,3
 Washington, Male,Blunt Injury,Transplanted,Intestine,0
 Washington, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,1
 Wisconsin, Male,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,1
 Wisconsin, Female,Intracranial Hemorrhage / Stroke,Transplanted,Intestine,1
 Alabama, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,14
 Alabama, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,13
 Arizona, Male,Blunt Injury,Transplanted,Heart,34
 Arizona, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,11
 Arkansas, Male,Blunt Injury,Transplanted,Heart,17
 Arkansas, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,2
 California, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,189
 California, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,87
 Colorado, Male,Blunt Injury,Transplanted,Heart,32
 Colorado, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,15
 Connecticut, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,12
 Connecticut, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,4
 District of Columbia, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,17
 District of Columbia, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,7
 Florida, Male,Blunt Injury,Transplanted,Heart,113
 Florida, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,61
 Georgia, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,66
 Georgia, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,29
 Hawaii, Male,Blunt Injury,Transplanted,Heart,0
 Hawaii, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,0
 Illinois, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,45
 Illinois, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,31
 Indiana, Male,Blunt Injury,Transplanted,Heart,38
 Indiana, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,23
 Iowa, Male,Blunt Injury,Transplanted,Heart,13
 Iowa, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,5
 Kansas, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,38
 Kansas, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,26
 Kentucky, Male,Blunt Injury,Transplanted,Heart,15
 Kentucky, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,8
 Louisiana, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,31
 Louisiana, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,13
 Maryland, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,27
 Maryland, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,13
 Massachusetts, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,35
 Massachusetts, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,20
 Michigan, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,51
 Michigan, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,35
 Minnesota, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,31
 Minnesota, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,16
 Mississippi, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,17
 Mississippi, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,10
 Missouri, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,27
 Missouri, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,21
 Nebraska, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,5
 Nebraska, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,3
 Nevada, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,10
 Nevada, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,10
 New Jersey, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,28
 New Jersey, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,9
 New Mexico, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,4
 New Mexico, Female,Blunt Injury,Transplanted,Heart,2
 New York, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,72
 New York, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,27
 North Carolina, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,51
 North Carolina, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,27
 Ohio, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,65
 Ohio, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,30
 Oklahoma, Male,Blunt Injury,Transplanted,Heart,19
 Oklahoma, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,13
 Oregon, Male,Gunshot Wound,Transplanted,Heart,17
 Oregon, Female,Blunt Injury,Transplanted,Heart,8
 Pennsylvania, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,97
 Pennsylvania, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,52
 Puerto Rico, Male,Blunt Injury,Transplanted,Heart,22
 Puerto Rico, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,2
 South Carolina, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,22
 South Carolina, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,13
 Tennessee, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,66
 Tennessee, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,25
 Texas, Male,Blunt Injury,Transplanted,Heart,170
 Texas, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,65
 Utah, Male,Blunt Injury,Transplanted,Heart,22
 Utah, Female,Blunt Injury,Transplanted,Heart,7
 Virginia, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,24
 Virginia, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,13
 Washington, Male,Blunt Injury,Transplanted,Heart,36
 Washington, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,22
 Wisconsin, Male,Intracranial Hemorrhage / Stroke,Transplanted,Heart,35
 Wisconsin, Female,Intracranial Hemorrhage / Stroke,Transplanted,Heart,16
 Alabama, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,15
 Alabama, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,9
 Arizona, Male,Blunt Injury,Transplanted,Lungs,40
 Arizona, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,14
 Arkansas, Male,Blunt Injury,Transplanted,Lungs,13
 Arkansas, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,19
 California, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,246
 California, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,135
 Colorado, Male,Blunt Injury,Transplanted,Lungs,20
 Colorado, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,14
 Connecticut, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,6
 Connecticut, Female,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,4
 District of Columbia, Male,Intracranial Hemorrhage / Stroke,Transplanted,Lungs,36
